record_date,month_year,customer_id,region,plan_name,subscription_status,invoiced_amount,paid_amount,is_zombie_invoice,is_ghost_subscriber,leakage_amount,status_label
2024-05-01,2024-05,1863,South,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1864,South,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1865,West,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1866,North,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1867,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1868,South,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1869,East,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1870,South,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1871,North,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1872,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1873,South,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1874,North,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1875,South,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1876,East,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1877,South,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1878,South,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1879,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1881,North,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1882,South,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1883,East,Pro,Cancelled,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1884,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1885,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1886,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1887,North,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1888,South,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1889,West,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1890,North,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1891,East,Enterprise,Cancelled,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1892,East,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1893,North,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1894,North,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1896,West,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1897,South,Basic,Cancelled,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1898,West,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1899,East,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1900,East,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1901,North,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1902,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1903,South,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1904,East,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1905,East,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1906,South,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1907,South,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1908,East,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1909,East,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1910,South,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1911,East,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1912,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1913,North,Pro,Cancelled,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1914,South,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1915,West,Pro,Cancelled,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1916,South,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1917,South,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1918,West,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1919,West,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1920,West,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1921,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1922,East,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1923,North,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1924,East,Enterprise,Active,200.00,0.00,1,0,200.00,"Unpaid Invoice"
2024-05-01,2024-05,1925,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1926,East,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1927,North,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1928,West,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1929,South,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1930,North,Enterprise,Cancelled,200.00,0.00,1,0,200.00,"Unpaid Invoice"
2024-05-01,2024-05,1931,East,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1932,West,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1933,North,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1934,North,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1935,West,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1936,North,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1937,South,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1938,North,Pro,Cancelled,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1939,South,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1940,South,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1941,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1942,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1943,West,Pro,Active,50.00,46.74,0,0,3.26,"Partial Payment"
2024-05-01,2024-05,1945,North,Enterprise,Cancelled,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1946,East,Enterprise,Active,200.00,188.51,0,0,11.49,"Partial Payment"
2024-05-01,2024-05,1947,North,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1948,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1949,South,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1950,North,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1951,East,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1952,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1953,North,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1954,West,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1955,East,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1956,East,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1957,West,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1958,North,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1959,South,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1960,East,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1961,North,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1962,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1963,South,Enterprise,Cancelled,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1964,East,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1965,East,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1966,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1967,North,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1968,South,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1969,South,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1970,East,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1971,West,Pro,Cancelled,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1972,East,Enterprise,Cancelled,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1973,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1974,East,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1975,West,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1976,South,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1977,West,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1978,West,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1979,West,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1980,South,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1981,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1982,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1983,West,Pro,Cancelled,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1984,North,Enterprise,Cancelled,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1985,West,Enterprise,Active,200.00,0.00,1,0,200.00,"Unpaid Invoice"
2024-05-01,2024-05,1986,South,Enterprise,Cancelled,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1987,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1988,West,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1989,South,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1990,West,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1991,South,Basic,Cancelled,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1992,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1993,South,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1994,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1995,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1996,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1997,North,Basic,Active,10.00,9.31,0,0,0.69,"Partial Payment"
2024-05-01,2024-05,1998,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-05-01,2024-05,1999,West,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1001,East,Basic,Cancelled,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1002,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1004,East,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1005,East,Pro,Cancelled,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1007,North,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1008,North,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1009,East,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1010,South,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1011,East,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1013,East,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1014,East,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1015,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1016,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1017,West,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1018,West,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1019,West,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1020,East,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1021,South,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1022,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1023,South,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1024,West,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1025,West,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1026,South,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1027,South,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1028,South,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1029,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1030,West,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1031,North,Basic,Active,10.00,9.63,0,0,0.37,"Partial Payment"
2024-06-01,2024-06,1032,North,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1034,South,Pro,Active,50.00,48.20,0,0,1.80,"Partial Payment"
2024-06-01,2024-06,1035,South,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1036,North,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1037,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1038,North,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1039,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1040,East,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1041,East,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1043,South,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1044,West,Pro,Active,50.00,0.00,1,0,50.00,"Unpaid Invoice"
2024-06-01,2024-06,1048,East,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1049,South,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1050,South,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1051,East,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1052,South,Enterprise,Cancelled,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1053,East,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1054,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1055,East,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1056,West,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1057,West,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1058,North,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1059,East,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1060,North,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1061,East,Pro,Active,50.00,49.47,0,0,0.53,"Partial Payment"
2024-06-01,2024-06,1062,East,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1063,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1064,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1065,East,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1066,South,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1067,West,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1068,North,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1069,West,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1070,South,Enterprise,Active,200.00,194.54,0,0,5.46,"Partial Payment"
2024-06-01,2024-06,1071,South,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1072,South,Enterprise,Cancelled,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1073,North,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1075,North,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1076,South,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1077,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1078,West,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1079,East,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1080,West,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1081,East,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1082,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1083,North,Pro,Cancelled,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1084,West,Pro,Cancelled,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1085,East,Basic,Active,10.00,9.15,0,0,0.85,"Partial Payment"
2024-06-01,2024-06,1086,East,Basic,Active,10.00,9.27,0,0,0.73,"Partial Payment"
2024-06-01,2024-06,1087,South,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1088,North,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1089,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1090,South,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1091,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1092,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1093,South,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1094,South,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1095,South,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1096,South,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1097,South,Enterprise,Active,200.00,194.21,0,0,5.79,"Partial Payment"
2024-06-01,2024-06,1098,West,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1099,South,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1100,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1101,East,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1102,South,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1103,South,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1104,West,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1105,South,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1106,South,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1107,South,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1108,West,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1109,South,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1110,East,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1111,West,Enterprise,Active,200.00,190.34,0,0,9.66,"Partial Payment"
2024-06-01,2024-06,1112,East,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1113,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1114,South,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1116,West,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1117,North,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1118,South,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1119,West,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1121,West,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1122,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1123,South,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1125,North,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1126,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1127,South,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1128,North,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1129,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1130,West,Pro,Cancelled,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1131,West,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1132,North,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1133,North,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1134,North,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1135,East,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1136,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1137,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1138,North,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1139,East,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1140,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1141,West,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1142,North,Basic,Cancelled,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1143,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1144,West,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1145,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1146,East,Enterprise,Cancelled,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1147,East,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1148,East,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1149,North,Pro,Active,50.00,47.75,0,0,2.25,"Partial Payment"
2024-06-01,2024-06,1150,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-06-01,2024-06,1151,East,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
