payment_id,invoice_id,payment_date,amount_paid
24858,14945,2024-06-15,200.0
24859,14946,2024-06-04,200.0
24860,14947,2024-06-06,200.0
24861,14948,2024-06-01,50.0
24862,14949,2024-06-20,10.0
24863,14950,2024-06-18,10.0
24864,14951,2024-06-16,50.0
24865,14952,2024-06-19,50.0
24866,14953,2024-06-10,10.0
24867,14954,2024-06-03,190.34
24868,14955,2024-06-13,200.0
24869,14956,2024-06-08,10.0
24870,14957,2024-06-04,10.0
24871,14958,2024-06-05,200.0
24872,14959,2024-06-10,50.0
24873,14960,2024-06-08,200.0
24874,14961,2024-06-10,50.0
24875,14962,2024-06-15,200.0
24876,14963,2024-06-04,10.0
24877,14964,2024-06-02,200.0
24878,14965,2024-06-10,50.0
24879,14966,2024-06-13,10.0
24880,14967,2024-06-16,50.0
24881,14968,2024-06-17,200.0
24882,14969,2024-06-15,10.0
24883,14970,2024-06-01,50.0
24884,14971,2024-06-12,50.0
24885,14972,2024-06-12,50.0
24886,14973,2024-06-07,200.0
24887,14974,2024-06-09,200.0
24888,14975,2024-06-16,200.0
24889,14976,2024-06-11,10.0
24890,14977,2024-06-15,10.0
24891,14978,2024-06-16,200.0
24892,14979,2024-06-15,50.0
24893,14980,2024-06-08,10.0
24894,14981,2024-06-18,50.0
24895,14982,2024-06-05,10.0
24896,14983,2024-06-11,10.0
24897,14984,2024-06-11,200.0
24898,14985,2024-06-01,10.0
24899,14986,2024-06-05,200.0
24900,14987,2024-06-02,200.0
24901,14988,2024-06-15,50.0
24902,14989,2024-06-09,47.75
24903,14990,2024-06-20,10.0
24904,14991,2024-06-16,50.0
24905,14992,2024-06-05,50.0
24906,14993,2024-06-14,200.0
24907,14994,2024-06-04,200.0
24908,14995,2024-06-04,10.0
24909,14996,2024-06-07,50.0
24910,14998,2024-06-12,50.0
24911,15000,2024-06-06,200.0
24912,15001,2024-06-04,10.0
24913,15002,2024-06-11,10.0
24914,15003,2024-06-10,50.0
24915,15004,2024-06-11,10.0
24916,15005,2024-06-14,50.0
24917,15006,2024-06-20,50.0
24918,15007,2024-06-13,50.0
24919,15008,2024-06-07,50.0
24920,15010,2024-06-06,50.0
24921,15011,2024-06-03,10.0
24922,15012,2024-06-19,10.0
24923,15013,2024-06-13,50.0
24924,15014,2024-06-08,50.0
24925,15015,2024-06-09,50.0
24926,15016,2024-06-03,10.0
24927,15017,2024-06-02,50.0
24928,15018,2024-06-10,10.0
24929,15019,2024-06-18,10.0
24930,15020,2024-06-04,10.0
24931,15021,2024-06-08,50.0
24932,15022,2024-06-13,10.0
24933,15023,2024-06-05,10.0
24934,15024,2024-06-19,50.0
24935,15025,2024-06-11,50.0
24936,15026,2024-06-13,10.0
24937,15027,2024-06-10,10.0
24938,15028,2024-06-16,200.0
24939,15029,2024-06-04,200.0
24940,15030,2024-06-04,200.0
24941,15031,2024-06-12,50.0
24942,15032,2024-06-19,50.0
24943,15033,2024-06-01,200.0
24944,15034,2024-06-14,50.0
24945,15036,2024-06-12,9.21
24946,15037,2024-06-12,50.0
24947,15038,2024-06-01,200.0
24948,15039,2024-06-15,200.0
24949,15040,2024-06-13,10.0
24950,15041,2024-06-10,200.0
24951,15042,2024-06-16,50.0
24952,15043,2024-06-20,200.0
24953,15044,2024-06-11,10.0
24954,15045,2024-06-04,10.0
24955,15046,2024-06-13,200.0
24956,15047,2024-06-20,10.0
24957,15048,2024-06-16,200.0
24958,15049,2024-06-03,10.0
24959,15050,2024-06-20,50.0
24960,15051,2024-06-06,10.0
24961,15052,2024-06-03,200.0
24962,15053,2024-06-15,50.0
24963,15054,2024-06-07,50.0
24964,15055,2024-06-19,10.0
24965,15056,2024-06-01,200.0
24966,15057,2024-06-01,50.0
24967,15058,2024-06-20,50.0
24968,15059,2024-06-16,200.0
24969,15060,2024-06-04,10.0
24970,15061,2024-06-20,10.0
24971,15062,2024-06-12,50.0
24972,15063,2024-06-07,50.0
24973,15064,2024-06-14,10.0
24974,15065,2024-06-04,200.0
24975,15066,2024-06-09,10.0
24976,15067,2024-06-03,200.0
24977,15068,2024-06-02,10.0
24978,15069,2024-06-12,10.0
24979,15070,2024-06-16,50.0
24980,15071,2024-06-04,50.0
24981,15072,2024-06-04,9.73
24982,15073,2024-06-06,10.0
24983,15074,2024-06-12,200.0
24984,15075,2024-06-16,45.95
24985,15076,2024-06-11,200.0
24986,15077,2024-06-13,10.0
24987,15078,2024-06-20,200.0
24988,15079,2024-06-02,200.0
24989,15080,2024-06-17,10.0
24990,15081,2024-06-13,50.0
24991,15082,2024-06-05,50.0
24992,15083,2024-06-03,200.0
24993,15084,2024-06-09,10.0
24994,15085,2024-06-09,200.0
24995,15086,2024-06-13,10.0
24996,15087,2024-06-15,10.0
24997,15088,2024-06-06,200.0
24998,15089,2024-06-10,10.0
24999,15090,2024-06-18,50.0
25000,15091,2024-06-19,10.0
25001,15092,2024-06-04,50.0
25002,15093,2024-06-01,200.0
25003,15094,2024-06-17,50.0
25004,15095,2024-06-05,10.0
25005,15096,2024-06-20,50.0
25006,15097,2024-06-08,200.0
25007,15098,2024-06-04,200.0
25008,15099,2024-06-16,200.0
25009,15100,2024-06-15,10.0
25010,15101,2024-06-01,10.0
25011,15102,2024-06-07,10.0
25012,15103,2024-06-14,200.0
25013,15104,2024-06-19,10.0
25014,15105,2024-06-19,200.0
25015,15106,2024-06-16,50.0
25016,15107,2024-06-17,50.0
25017,15108,2024-06-02,50.0
25018,15109,2024-06-16,200.0
25019,15110,2024-06-12,10.0
25020,15111,2024-06-12,200.0
25021,15112,2024-06-12,50.0
25022,15113,2024-06-08,50.0
25023,15114,2024-06-15,200.0
25024,15115,2024-06-06,50.0
25025,15116,2024-06-02,10.0
25026,15117,2024-06-20,50.0
25027,15118,2024-06-12,50.0
25028,15119,2024-06-04,10.0
25029,15120,2024-06-13,10.0
25030,15121,2024-06-20,200.0
25031,15122,2024-06-09,10.0
25032,15123,2024-06-04,10.0
25033,15124,2024-06-19,200.0
25034,15125,2024-06-16,50.0
25035,15126,2024-06-01,50.0
25036,15127,2024-06-07,10.0
25037,15128,2024-06-13,10.0
25038,15129,2024-06-15,10.0
25039,15131,2024-06-11,10.0
25040,15132,2024-06-02,200.0
25041,15133,2024-06-04,200.0
25042,15134,2024-06-15,10.0
25043,15135,2024-06-17,200.0
25044,15136,2024-06-10,10.0
25045,15137,2024-06-17,200.0
25046,15138,2024-06-09,50.0
25047,15139,2024-06-05,50.0
25048,15140,2024-06-10,10.0
25049,15141,2024-06-15,200.0
25050,15142,2024-06-15,200.0
25051,15143,2024-06-03,10.0
25052,15144,2024-06-10,50.0
25053,15145,2024-06-08,50.0
25054,15146,2024-06-08,10.0
25055,15147,2024-06-11,200.0
25056,15148,2024-06-19,10.0
25057,15149,2024-06-18,50.0
25058,15150,2024-06-20,50.0
25059,15151,2024-06-05,50.0
25060,15152,2024-06-13,50.0
25061,15153,2024-06-09,200.0
25062,15154,2024-06-19,50.0
25063,15155,2024-06-01,200.0
25064,15156,2024-06-03,200.0
25065,15157,2024-06-07,50.0
25066,15158,2024-06-15,200.0
25067,15159,2024-06-13,50.0
25068,15160,2024-06-11,50.0
25069,15161,2024-06-20,200.0
25070,15162,2024-06-07,50.0
25071,15163,2024-06-13,10.0
25072,15164,2024-06-17,200.0
25073,15165,2024-06-19,10.0
25074,15166,2024-06-02,193.23
25075,15167,2024-06-15,50.0
25076,15168,2024-06-09,10.0
25077,15169,2024-06-15,50.0
25078,15170,2024-06-14,10.0
25079,15171,2024-06-01,10.0
25080,15172,2024-06-10,50.0
25081,15173,2024-06-07,50.0
25082,15174,2024-06-05,10.0
25083,15175,2024-06-13,50.0
25084,15176,2024-06-15,50.0
25085,15177,2024-06-06,200.0
25086,15178,2024-06-09,200.0
25087,15179,2024-06-14,10.0
25088,15180,2024-06-15,50.0
25089,15181,2024-06-13,50.0
25090,15182,2024-06-10,10.0
25091,15183,2024-06-12,10.0
25092,15184,2024-06-07,200.0
25093,15185,2024-06-19,50.0
25094,15186,2024-06-13,10.0
25095,15187,2024-06-18,9.54
25096,15188,2024-06-05,10.0
25097,15190,2024-06-09,50.0
25098,15191,2024-06-17,50.0
25099,15192,2024-06-11,200.0
25100,15193,2024-06-17,50.0
25101,15194,2024-06-07,10.0
25102,15195,2024-06-10,10.0
25103,15196,2024-06-02,200.0
25104,15197,2024-06-08,50.0
25105,15198,2024-06-06,50.0
25106,15199,2024-06-12,50.0
25107,15200,2024-06-02,10.0
25108,15201,2024-06-15,48.24
25109,15202,2024-06-14,9.84
25110,15203,2024-06-06,200.0
25111,15204,2024-06-15,50.0
25112,15205,2024-06-11,200.0
25113,15206,2024-06-13,50.0
25114,15207,2024-06-19,50.0
25115,15208,2024-06-18,10.0
25116,15209,2024-06-05,10.0
25117,15210,2024-06-16,200.0
25118,15211,2024-06-09,10.0
25119,15212,2024-06-15,200.0
25120,15213,2024-06-06,10.0
25121,15214,2024-06-05,10.0
25122,15215,2024-06-16,10.0
25123,15216,2024-06-16,50.0
25124,15217,2024-06-08,10.0
25125,15218,2024-06-13,50.0
25126,15219,2024-06-12,10.0
25127,15220,2024-06-09,10.0
25128,15221,2024-06-10,200.0
25129,15222,2024-06-08,50.0
25130,15223,2024-06-05,200.0
25131,15224,2024-06-07,10.0
25132,15225,2024-06-17,200.0
25133,15226,2024-06-04,50.0
25134,15227,2024-06-03,10.0
25135,15228,2024-06-19,200.0
25136,15229,2024-06-16,10.0
25137,15230,2024-06-01,50.0
25138,15231,2024-06-18,50.0
25139,15232,2024-06-04,50.0
25140,15233,2024-06-19,10.0
25141,15234,2024-06-12,10.0
25142,15235,2024-06-05,200.0
25143,15236,2024-06-19,50.0
25144,15237,2024-06-07,200.0
25145,15238,2024-06-11,200.0
25146,15239,2024-06-03,200.0
25147,15240,2024-06-02,10.0
25148,15241,2024-06-15,50.0
25149,15242,2024-06-11,200.0
25150,15243,2024-06-12,200.0
25151,15244,2024-06-18,50.0
25152,15245,2024-06-14,10.0
25153,15246,2024-06-03,50.0
25154,15247,2024-06-12,50.0
25155,15248,2024-06-12,200.0
25156,15249,2024-06-13,10.0
25157,15250,2024-06-04,50.0
25158,15251,2024-06-06,9.55
25159,15252,2024-06-11,10.0
25160,15253,2024-06-02,10.0
25161,15254,2024-06-06,50.0
25162,15255,2024-06-09,50.0
25163,15256,2024-06-12,10.0
25164,15257,2024-06-09,50.0
25165,15258,2024-06-11,200.0
25166,15259,2024-06-17,200.0
25167,15260,2024-06-06,200.0
25168,15261,2024-06-03,10.0
25169,15262,2024-06-16,10.0
25170,15263,2024-06-12,50.0
25171,15264,2024-06-14,200.0
25172,15265,2024-06-07,50.0
25173,15266,2024-06-06,10.0
25174,15267,2024-06-05,200.0
25175,15268,2024-06-04,200.0
25176,15269,2024-06-15,200.0
25177,15270,2024-06-02,50.0
25178,15271,2024-06-14,50.0
25179,15272,2024-06-14,10.0
25180,15273,2024-06-09,200.0
25181,15274,2024-06-12,10.0
25182,15275,2024-06-19,10.0
25183,15276,2024-06-19,10.0
25184,15277,2024-06-08,200.0
25185,15278,2024-06-08,50.0
25186,15279,2024-06-18,50.0
25187,15280,2024-06-20,50.0
25188,15281,2024-06-14,50.0
25189,15282,2024-06-17,10.0
25190,15283,2024-06-15,10.0
25191,15284,2024-06-11,50.0
25192,15285,2024-06-20,10.0
25193,15286,2024-06-01,200.0
25194,15287,2024-06-07,200.0
25195,15288,2024-06-08,50.0
25196,15289,2024-06-08,10.0
25197,15290,2024-06-07,50.0
25198,15291,2024-06-03,50.0
25199,15292,2024-06-08,50.0
25200,15293,2024-06-06,50.0
25201,15294,2024-06-01,50.0
25202,15295,2024-06-13,50.0
25203,15296,2024-06-19,50.0
25204,15297,2024-06-16,10.0
25205,15298,2024-06-03,200.0
25206,15299,2024-06-14,50.0
25207,15300,2024-06-10,50.0
25208,15301,2024-06-02,200.0
25209,15302,2024-06-04,10.0
25210,15303,2024-06-12,50.0
25211,15304,2024-06-03,50.0
25212,15305,2024-06-14,10.0
25213,15306,2024-06-09,200.0
25214,15307,2024-06-03,50.0
25215,15308,2024-06-17,200.0
25216,15309,2024-06-11,50.0
25217,15310,2024-06-10,10.0
25218,15311,2024-06-14,10.0
25219,15312,2024-06-09,50.0
25220,15313,2024-06-15,10.0
25221,15314,2024-06-02,200.0
25222,15315,2024-06-14,10.0
25223,15316,2024-06-10,10.0
25224,15317,2024-06-19,50.0
25225,15318,2024-06-09,200.0
25226,15319,2024-06-13,10.0
25227,15320,2024-06-18,50.0
25228,15321,2024-06-13,9.72
25229,15322,2024-06-09,10.0
25230,15323,2024-06-11,10.0
25231,15324,2024-06-14,200.0
25232,15325,2024-06-18,200.0
25233,15326,2024-06-09,200.0
25234,15327,2024-06-01,50.0
25235,15328,2024-06-13,10.0
25236,15330,2024-06-20,10.0
25237,15331,2024-06-20,10.0
25238,15332,2024-06-01,200.0
25239,15333,2024-06-18,50.0
25240,15334,2024-06-10,10.0
25241,15335,2024-06-11,10.0
25242,15336,2024-06-12,10.0
25243,15337,2024-06-01,50.0
25244,15339,2024-06-13,50.0
25245,15340,2024-06-08,10.0
25246,15341,2024-06-07,9.46
25247,15342,2024-06-18,10.0
25248,15343,2024-06-20,50.0
25249,15344,2024-06-18,200.0
25250,15345,2024-06-02,10.0
25251,15346,2024-06-18,10.0
25252,15347,2024-06-06,10.0
25253,15348,2024-06-04,200.0
25254,15349,2024-06-02,10.0
25255,15350,2024-06-16,50.0
25256,15351,2024-06-14,200.0
25257,15352,2024-06-10,200.0
25258,15353,2024-06-04,10.0
25259,15354,2024-06-05,10.0
25260,15355,2024-06-06,10.0
25261,15356,2024-06-13,50.0
25262,15357,2024-06-16,50.0
25263,15358,2024-06-13,50.0
25264,15359,2024-06-14,10.0
25265,15360,2024-06-12,50.0
25266,15361,2024-06-09,200.0
25267,15362,2024-06-13,50.0
25268,15364,2024-06-06,50.0
25269,15365,2024-06-18,50.0
25270,15366,2024-06-08,200.0
25271,15367,2024-06-11,10.0
25272,15368,2024-06-08,50.0
25273,15369,2024-06-03,50.0
25274,15370,2024-06-14,200.0
25275,15371,2024-06-20,50.0
25276,15372,2024-06-14,50.0
25277,15373,2024-06-06,10.0
25278,15374,2024-06-05,10.0
25279,15375,2024-06-02,10.0
25280,15376,2024-06-12,200.0
25281,15378,2024-06-08,200.0
25282,15379,2024-06-10,200.0
25283,15380,2024-06-04,10.0
25284,15381,2024-06-12,200.0
25285,15382,2024-06-17,50.0
25286,15383,2024-06-03,10.0
25287,15384,2024-06-07,200.0
25288,15385,2024-06-02,10.0
25289,15386,2024-06-15,50.0
25290,15387,2024-06-16,50.0
25291,15388,2024-06-04,50.0
25292,15389,2024-06-12,10.0
25293,15390,2024-06-12,200.0
25294,15391,2024-06-16,10.0
25295,15393,2024-06-19,50.0
25296,15394,2024-06-09,50.0
25297,15395,2024-06-10,50.0
25298,15396,2024-06-02,10.0
25299,15397,2024-06-02,10.0
25300,15398,2024-06-04,10.0
25301,15399,2024-06-03,50.0
25302,15400,2024-06-02,50.0
25303,15401,2024-06-02,200.0
25304,15402,2024-06-15,200.0
25305,15403,2024-06-17,50.0
25306,15404,2024-06-01,10.0
25307,15405,2024-06-05,10.0
25308,15406,2024-06-07,200.0
25309,15407,2024-06-14,10.0
25310,15408,2024-06-10,200.0
25311,15409,2024-06-01,50.0
25312,15410,2024-06-19,10.0
25313,15411,2024-06-16,10.0
25314,15412,2024-06-13,50.0
25315,15413,2024-06-04,50.0
25316,15414,2024-06-03,50.0
25317,15415,2024-06-05,200.0
25318,15416,2024-06-17,10.0
25319,15417,2024-06-20,10.0
25320,15418,2024-06-06,50.0
25321,15419,2024-06-11,10.0
25322,15420,2024-06-17,50.0
25323,15421,2024-06-13,10.0
25324,15422,2024-06-02,10.0
25325,15423,2024-06-13,200.0
25326,15424,2024-06-10,50.0
25327,15425,2024-06-05,50.0
25328,15426,2024-06-19,10.0
25329,15427,2024-06-02,9.37
25330,15428,2024-06-07,200.0
25331,15429,2024-06-17,200.0
25332,15430,2024-06-12,200.0
25333,15431,2024-06-01,50.0
25334,15432,2024-06-19,10.0
25335,15433,2024-06-13,200.0
25336,15434,2024-06-09,10.0
25337,15435,2024-06-20,10.0
25338,15436,2024-06-20,10.0
25339,15437,2024-06-04,50.0
25340,15438,2024-06-18,50.0
25341,15439,2024-06-15,50.0
25342,15440,2024-06-06,10.0
25343,15441,2024-06-06,200.0
25344,15442,2024-06-19,200.0
25345,15443,2024-06-15,50.0
25346,15444,2024-06-03,10.0
25347,15445,2024-06-14,50.0
25348,15446,2024-06-11,50.0
25349,15447,2024-06-08,10.0
25350,15448,2024-06-04,50.0
25351,15449,2024-06-04,50.0
25352,15450,2024-06-08,50.0
25353,15451,2024-06-07,10.0
25354,15452,2024-06-20,50.0
25355,15453,2024-06-05,10.0
25356,15454,2024-06-11,200.0
25357,15455,2024-06-16,50.0
25358,15456,2024-06-13,10.0
25359,15457,2024-06-15,200.0
25360,15458,2024-06-02,50.0
25361,15459,2024-06-10,50.0
25362,15460,2024-06-08,200.0
25363,15461,2024-06-17,200.0
25364,15462,2024-06-15,10.0
25365,15463,2024-06-14,200.0
25366,15464,2024-06-11,50.0
25367,15465,2024-06-15,200.0
25368,15466,2024-06-19,10.0
25369,15467,2024-06-09,50.0
25370,15468,2024-06-08,50.0
25371,15469,2024-06-11,200.0
25372,15470,2024-06-19,10.0
25373,15471,2024-06-19,200.0
25374,15472,2024-06-09,50.0
25375,15473,2024-06-11,10.0
25376,15475,2024-06-11,50.0
25377,15476,2024-06-10,50.0
25378,15477,2024-06-08,200.0
25379,15478,2024-06-11,200.0
25380,15479,2024-06-02,10.0
25381,15480,2024-06-05,50.0
25382,15481,2024-06-05,200.0
25383,15482,2024-06-19,50.0
25384,15483,2024-06-14,200.0
25385,15484,2024-06-20,10.0
25386,15485,2024-06-09,50.0
25387,15486,2024-06-14,200.0
25388,15487,2024-06-12,50.0
25389,15488,2024-06-01,10.0
25390,15489,2024-06-11,10.0
25391,15490,2024-06-02,10.0
25392,15491,2024-06-11,200.0
25393,15492,2024-06-16,50.0
25394,15493,2024-06-20,10.0
25395,15494,2024-06-08,200.0
25396,15495,2024-06-08,10.0
25397,15496,2024-06-01,50.0
25398,15497,2024-06-07,10.0
25399,15498,2024-06-19,200.0
25400,15500,2024-06-12,10.0
25401,15501,2024-06-13,200.0
25402,15502,2024-06-02,10.0
25403,15503,2024-06-06,10.0
25404,15504,2024-06-06,10.0
25405,15505,2024-06-04,200.0
25406,15506,2024-06-02,200.0
25407,15507,2024-06-02,50.0
25408,15508,2024-06-06,10.0
25409,15509,2024-06-15,200.0
25410,15510,2024-06-15,10.0
25411,15511,2024-06-18,10.0
25412,15512,2024-06-03,10.0
25413,15513,2024-06-09,10.0
25414,15514,2024-06-08,200.0
25415,15515,2024-06-11,10.0
25416,15516,2024-06-08,200.0
25417,15517,2024-06-20,50.0
25418,15518,2024-06-12,200.0
25419,15519,2024-06-07,50.0
25420,15520,2024-06-08,200.0
25421,15521,2024-06-19,50.0
25422,15522,2024-06-18,50.0
25423,15523,2024-06-12,50.0
25424,15524,2024-06-02,50.0
25425,15525,2024-06-07,10.0
25426,15526,2024-06-10,50.0
25427,15528,2024-06-04,10.0
25428,15529,2024-06-13,10.0
25429,15530,2024-06-09,50.0
25430,15531,2024-06-20,200.0
25431,15532,2024-06-09,50.0
25432,15533,2024-06-11,50.0
25433,15534,2024-06-04,50.0
25434,15535,2024-06-17,10.0
25435,15536,2024-06-08,10.0
25436,15537,2024-06-03,10.0
25437,15538,2024-06-16,200.0
25438,15539,2024-06-02,10.0
25439,15540,2024-06-14,10.0
25440,15541,2024-06-13,10.0
25441,15542,2024-06-06,10.0
25442,15543,2024-06-17,50.0
25443,15544,2024-06-16,200.0
25444,15545,2024-06-09,200.0
25445,15546,2024-06-08,48.3
25446,15547,2024-06-17,50.0
25447,15548,2024-06-14,50.0
25448,15549,2024-06-13,10.0
25449,15550,2024-06-09,10.0
25450,15551,2024-06-17,200.0
25451,15552,2024-06-20,200.0
25452,15553,2024-06-14,200.0
25453,15554,2024-06-08,50.0
25454,15555,2024-06-15,10.0
25455,15556,2024-06-07,50.0
25456,15557,2024-06-07,10.0
25457,15558,2024-06-09,10.0
25458,15559,2024-06-05,50.0
25459,15560,2024-06-01,10.0
25460,15561,2024-06-14,200.0
25461,15562,2024-06-02,10.0
25462,15563,2024-06-01,200.0
25463,15564,2024-06-17,10.0
25464,15565,2024-06-08,50.0
25465,15566,2024-06-08,200.0
25466,15567,2024-06-19,200.0
25467,15568,2024-06-05,50.0
25468,15569,2024-06-06,200.0
25469,15570,2024-06-06,10.0
25470,15571,2024-06-15,10.0
25471,15572,2024-06-19,200.0
25472,15573,2024-06-10,50.0
25473,15574,2024-06-11,200.0
25474,15575,2024-06-11,10.0
25475,15576,2024-06-08,50.0
25476,15578,2024-06-13,10.0
25477,15579,2024-06-05,200.0
25478,15580,2024-06-14,50.0
25479,15581,2024-06-01,200.0
25480,15582,2024-06-07,200.0
25481,15583,2024-06-15,200.0
25482,15584,2024-06-07,10.0
25483,15585,2024-06-06,200.0
25484,15586,2024-06-08,10.0
25485,15587,2024-06-06,10.0
25486,15588,2024-06-05,50.0
25487,15589,2024-06-17,200.0
25488,15590,2024-06-15,50.0
25489,15591,2024-06-12,200.0
25490,15592,2024-06-06,200.0
25491,15593,2024-06-13,200.0
25492,15594,2024-06-09,200.0
25493,15595,2024-06-20,10.0
25494,15596,2024-06-01,200.0
25495,15597,2024-06-01,50.0
25496,15598,2024-06-06,50.0
25497,15599,2024-06-09,10.0
25498,15600,2024-06-09,50.0
25499,15601,2024-06-02,200.0
25500,15602,2024-06-01,50.0
25501,15603,2024-06-19,50.0
25502,15604,2024-06-11,195.54
25503,15605,2024-06-06,10.0
25504,15606,2024-06-10,50.0
25505,15607,2024-06-13,50.0
25506,15608,2024-06-03,200.0
25507,15609,2024-06-13,10.0
25508,15610,2024-06-01,200.0
25509,15611,2024-06-03,200.0
25510,15612,2024-06-16,200.0
25511,15613,2024-06-19,200.0
25512,15614,2024-06-15,10.0
25513,15615,2024-06-06,50.0
25514,15616,2024-06-03,50.0
25515,15617,2024-06-19,50.0
25516,15618,2024-06-06,50.0
25517,15619,2024-06-18,200.0
25518,15620,2024-06-06,50.0
25519,15621,2024-06-02,10.0
25520,15622,2024-06-04,10.0
25521,15623,2024-06-10,10.0
25522,15624,2024-06-10,200.0
25523,15625,2024-06-20,50.0
25524,15626,2024-06-07,50.0
25525,15627,2024-06-13,200.0
25526,15628,2024-06-20,200.0
25527,15629,2024-06-10,50.0
25528,15630,2024-06-14,200.0
25529,15631,2024-06-05,10.0
25530,15632,2024-06-19,50.0
25531,15633,2024-06-15,50.0
25532,15634,2024-06-05,200.0
25533,15635,2024-06-11,200.0
25534,15636,2024-06-03,50.0
25535,15637,2024-06-04,10.0
25536,15638,2024-06-05,10.0
25537,15639,2024-06-19,10.0
25538,15640,2024-06-16,200.0
25539,15641,2024-06-09,200.0
25540,15642,2024-06-09,50.0
25541,15643,2024-06-01,50.0
25542,15644,2024-06-12,50.0
25543,15645,2024-06-04,50.0
25544,15646,2024-06-18,50.0
25545,15647,2024-06-17,10.0
25546,15648,2024-06-19,50.0
25547,15649,2024-06-15,50.0
25548,15650,2024-06-09,50.0
25549,15651,2024-06-02,10.0
25550,15652,2024-06-13,10.0
25551,15653,2024-06-04,50.0
25552,15654,2024-06-09,50.0
25553,15655,2024-06-03,10.0
25554,15656,2024-06-04,10.0
25555,15657,2024-06-17,10.0
25556,15658,2024-06-20,50.0
25557,15659,2024-06-12,50.0
25558,15660,2024-06-06,200.0
25559,15661,2024-06-13,200.0
25560,15662,2024-06-14,200.0
25561,15663,2024-06-01,191.39
25562,15664,2024-06-04,200.0
25563,15665,2024-06-20,200.0
25564,15666,2024-06-01,50.0
25565,15667,2024-06-08,187.26
25566,15668,2024-06-10,10.0
25567,15669,2024-06-19,189.84
25568,15670,2024-06-18,200.0
25569,15671,2024-06-03,50.0
25570,15672,2024-06-08,200.0
25571,15673,2024-06-07,10.0
25572,15674,2024-06-06,10.0
25573,15675,2024-06-18,50.0
25574,15676,2024-06-01,10.0
25575,15677,2024-06-03,200.0
25576,15678,2024-06-06,50.0
25577,15679,2024-06-09,50.0
25578,15680,2024-06-11,10.0
25579,15681,2024-06-11,50.0
25580,15682,2024-06-17,10.0
25581,15683,2024-06-18,50.0
25582,15684,2024-06-10,10.0
25583,15685,2024-06-11,10.0
25584,15686,2024-06-06,10.0
25585,15687,2024-06-19,47.69
25586,15688,2024-06-15,10.0
25587,15689,2024-06-08,200.0
25588,15690,2024-06-02,50.0
25589,15691,2024-06-05,200.0
25590,15692,2024-06-04,200.0
25591,15693,2024-06-09,200.0
25592,15694,2024-06-16,50.0
25593,15695,2024-06-15,200.0
25594,15696,2024-06-06,10.0
25595,15697,2024-06-18,50.0
25596,15698,2024-06-07,200.0
25597,15699,2024-06-20,50.0
25598,15700,2024-06-02,200.0
25599,15701,2024-06-01,10.0
25600,15702,2024-06-09,50.0
25601,15703,2024-06-06,50.0
25602,15704,2024-06-01,50.0
25603,15705,2024-06-02,10.0
25604,15706,2024-06-07,200.0
25605,15707,2024-06-09,10.0
25606,15708,2024-06-19,200.0
25607,15709,2024-06-12,10.0
25608,15710,2024-06-06,50.0
25609,15711,2024-06-06,10.0
25610,15712,2024-06-13,50.0
25611,15713,2024-06-13,10.0
25612,15714,2024-06-10,50.0
25613,15715,2024-06-06,200.0
25614,15716,2024-06-09,50.0
25615,15717,2024-06-04,50.0
25616,15718,2024-06-14,50.0
25617,15719,2024-06-02,50.0
25618,15720,2024-06-17,10.0
25619,15721,2024-06-01,200.0
25620,15722,2024-06-17,200.0
25621,15723,2024-06-19,200.0
25622,15724,2024-06-02,10.0
25623,15725,2024-06-18,200.0
25624,15726,2024-06-18,200.0
25625,15727,2024-06-08,200.0
25626,15728,2024-06-09,46.93
25627,15729,2024-06-14,10.0
25628,15730,2024-06-15,50.0
25629,15731,2024-06-19,50.0
25630,15732,2024-06-01,200.0
25631,15733,2024-06-09,200.0
25632,15734,2024-06-01,50.0
25633,15735,2024-06-05,10.0
25634,15736,2024-06-17,50.0
25635,15737,2024-06-17,200.0
25636,15738,2024-06-19,10.0
25637,15739,2024-06-09,10.0
25638,15740,2024-06-11,50.0
25639,15741,2024-06-11,196.39
25640,15742,2024-06-03,200.0
25641,15743,2024-06-05,200.0
25642,15744,2024-06-14,10.0
25643,15745,2024-06-07,10.0
25644,15746,2024-06-14,50.0
25645,15747,2024-06-18,50.0
25646,15748,2024-06-02,10.0
25647,15749,2024-06-19,50.0
25648,15750,2024-06-15,200.0
25649,15751,2024-06-19,50.0
25650,15752,2024-06-14,50.0
25651,15753,2024-06-08,50.0
25652,15754,2024-06-20,200.0
25653,15755,2024-06-19,10.0
25654,15756,2024-06-20,200.0
25655,15757,2024-06-06,10.0
25656,15758,2024-06-09,200.0
25657,15759,2024-06-04,200.0
25658,15760,2024-06-09,200.0
25659,15761,2024-06-08,182.2
25660,15762,2024-06-14,200.0
25661,15763,2024-06-03,200.0
25662,15764,2024-06-17,10.0
25663,15765,2024-06-13,50.0
25664,15766,2024-06-17,200.0
25665,15767,2024-06-13,10.0
25666,15768,2024-06-11,200.0
25667,15769,2024-06-07,50.0
25668,15770,2024-06-05,10.0
25669,15771,2024-06-03,50.0
25670,15772,2024-06-10,200.0
25671,15773,2024-06-07,200.0
25672,15774,2024-06-13,200.0
25673,15775,2024-06-07,10.0
25674,15776,2024-06-08,10.0
25675,15777,2024-06-06,50.0
25676,15778,2024-06-19,200.0
25677,15779,2024-06-04,200.0
25678,15780,2024-06-16,200.0
25679,15781,2024-06-13,10.0
